JIT compiled.

============================================================================
PAIR: EUR_USD  OOS=409d
 reg_N   mode  ZW/atr tgt_f   ta  wick |      p/d       P5     nc  skip%   1L%   5+%   IS  OOS  perm_p | status
    80    atr 5.0×ATR   0.5   10  0.25 | 224630166919213216.0 -446698236434303104.0   2078  91.8% 71.0%  2.6%    3/3    3/3   0.320 | 3/3 p=0.32
    80    atr 2.0×ATR   0.7    6  0.00 | -326496331700562624.0 -1125108908010283904.0   7874  38.2% 62.2%  5.1%    1/3    1/3   0.730 | 1/1 p=0.73
    80    atr 3.0×ATR   0.7    6  0.00 | -342258997495914816.0 -975322024353370752.0   4933  66.2% 68.9%  3.9%    2/3    2/3   0.815 | 2/2 p=0.81
    80    atr 4.0×ATR   0.7    6  0.00 | 217019041981268256.0 -255649711534627680.0   3266  82.3% 73.8%  2.6%    3/3    3/3   0.410 | 3/3 p=0.41
    80    atr 5.0×ATR   0.7    6  0.00 | 43409883922402432.0 -338507121933666112.0   2431  89.5% 76.9%  2.5%    2/3    2/3   0.255 | 2/2 p=0.26
    80    atr 2.0×ATR   0.7    6  0.15 | -210304201425647456.0 -935715528362804096.0   7526  60.6% 62.0%  5.2%    1/3    2/3   0.700 | 1/2 p=0.70
    80    atr 3.0×ATR   0.7    6  0.15 | -196253595560748000.0 -690369272313938432.0   4615  75.8% 68.5%  3.9%    2/3    2/3   0.690 | 2/2 p=0.69
    80    atr 4.0×ATR   0.7    6  0.15 | -148848045398678752.0 -1044491072433305472.0   3091  86.0% 73.4%  2.7%    3/3    2/3   0.745 | 3/2 p=0.74
    80    atr 5.0×ATR   0.7    6  0.15 | 34040005691682628.0 -855913477627417.6   2563  91.1% 77.6%  2.2%    2/3    3/3   0.100 | 2/3 p=0.10
    80    atr 2.0×ATR   0.7    6  0.25 | 26892013798871456.0 -676711662057592448.0   7035  69.8% 61.9%  5.1%    1/3    1/3   0.495 | 1/1 p=0.49
    80    atr 3.0×ATR   0.7    6  0.25 | -216597628364076096.0 -744984448336589440.0   4353  80.7% 68.1%  4.1%    3/3    1/3   0.765 | 3/1 p=0.77
    80    atr 4.0×ATR   0.7    6  0.25 | -152087219406669280.0 -881777523872908544.0   2955  88.1% 73.1%  2.9%    3/3    2/3   0.725 | 3/2 p=0.72
    80    atr 5.0×ATR   0.7    6  0.25 | 35461823237616592.0 1264341744.7   2443  92.2% 76.4%  2.4%    2/3    3/3   0.070 | 2/3 p=0.07
    80    atr 2.0×ATR   0.7    8  0.00 | -162650203746828096.0 -765214270273228544.0   7451  38.5% 59.2%  5.5%    1/3    1/3   0.665 | 1/1 p=0.67
    80    atr 3.0×ATR   0.7    8  0.00 | -645125160421168512.0 -1318322027792256000.0   4133  64.8% 64.4%  4.4%    2/3    0/3   0.950 | 2/0 p=0.95
    80    atr 4.0×ATR   0.7    8  0.00 | 29132762385463184.0 -6808886282859230.0   2788  81.8% 69.4%  3.5%    2/3    3/3   0.240 | 2/3 p=0.24
    80    atr 5.0×ATR   0.7    8  0.00 | 30192564229372240.0 -309441724986811200.0   1989  89.3% 72.9%  2.8%    2/3    2/3   0.255 | 2/2 p=0.26
    80    atr 2.0×ATR   0.7    8  0.15 | -107953882018766816.0 -774354588875493376.0   7046  60.1% 59.2%  5.5%    2/3    2/3   0.595 | 2/2 p=0.59
    80    atr 3.0×ATR   0.7    8  0.15 | -451651173624794688.0 -1028169761910293888.0   3933  74.6% 64.1%  4.7%    2/3    1/3   0.905 | 2/1 p=0.91
    80    atr 4.0×ATR   0.7    8  0.15 | -88295403073905920.0 -301597642508766848.0   2701  85.6% 68.9%  3.5%    3/3    2/3   0.500 | 3/2 p=0.50
    80    atr 5.0×ATR   0.7    8  0.15 | 2305559042765059.0 -891452016793464.9   2104  90.8% 73.3%  2.4%    3/3    3/3   0.190 | 3/3 p=0.19
    80    atr 2.0×ATR   0.7    8  0.25 | 151688817710722176.0 -492465904971538880.0   6521  69.2% 59.1%  5.6%    1/3    2/3   0.425 | 1/2 p=0.42
    80    atr 3.0×ATR   0.7    8  0.25 | -322214138702562432.0 -918551427398124160.0   3750  79.5% 63.7%  4.7%    3/3    1/3   0.780 | 3/1 p=0.78
    80    atr 4.0×ATR   0.7    8  0.25 | 86146606583319232.0 20119731800388784.0   2595  88.0% 68.9%  3.6%    3/3    3/3   0.000 | 🟢 PASS
    80    atr 5.0×ATR   0.7    8  0.25 | 2461748316443499.5 -936980539248051.4   2054  92.0% 73.4%  2.8%    3/3    3/3   0.105 | 3/3 p=0.10
    80    atr 2.0×ATR   0.7   10  0.00 | 116734771163085072.0 -673274264517501440.0   6823  39.4% 58.6%  5.7%    2/3    2/3   0.425 | 2/2 p=0.42
    80    atr 3.0×ATR   0.7   10  0.00 | -336221552235540096.0 -954045846916759552.0   3790  64.7% 62.2%  4.6%    1/3    1/3   0.750 | 1/1 p=0.75
    80    atr 4.0×ATR   0.7   10  0.00 | 14878312638688370.0 2313324926301407.5   2492  80.9% 66.0%  3.9%    3/3    3/3   0.035 | 🟢 PASS
    80    atr 5.0×ATR   0.7   10  0.00 | 167118963573005888.0 2303683321131891.0   1737  88.7% 70.4%  3.5%    3/3    3/3   0.005 | 🟢 PASS
    80    atr 2.0×ATR   0.7   10  0.15 | 455473526897490112.0 -204840663602080768.0   1897  60.5% 58.2%  5.4%    2/3    2/3   0.235 | 2/2 p=0.23
    80    atr 3.0×ATR   0.7   10  0.15 | -368125829499762368.0 -919521094738804864.0   3544  73.4% 61.2%  4.9%    2/3    1/3   0.840 | 2/1 p=0.84
    80    atr 4.0×ATR   0.7   10  0.15 | -492345484253737920.0 -1173951333465139968.0   2429  84.8% 66.2%  3.6%    3/3    1/3   0.875 | 3/1 p=0.88
    80    atr 5.0×ATR   0.7   10  0.15 | 3208362932023647.0 734995947058910.6   1782  90.5% 70.4%  3.4%    3/3    3/3   0.000 | 🟢 PASS
    80    atr 2.0×ATR   0.7   10  0.25 | 97701721896875840.0 -299665559398191552.0   1827  69.8% 58.7%  4.8%    1/3    2/3   0.395 | 1/2 p=0.40
    80    atr 3.0×ATR   0.7   10  0.25 | -390446699934440128.0 -931905023961060352.0   3390  79.0% 61.1%  4.7%    3/3    2/3   0.810 | 3/2 p=0.81
    80    atr 4.0×ATR   0.7   10  0.25 | -379139981629463744.0 -1084253117215882880.0   2298  87.5% 65.7%  3.9%    2/3    1/3   0.760 | 2/1 p=0.76
    80    atr 5.0×ATR   0.7   10  0.25 | 2029845412757724.5 -1024352478634294.6   1781  91.6% 70.8%  3.3%    3/3    3/3   0.210 | 3/3 p=0.21
    80    atr 2.0×ATR   1.0    6  0.00 | 700682070917313152.0 -1360207192672204800.0   6065  35.6% 60.1%  8.1%    1/3    1/3   0.395 | 1/1 p=0.40
    80    atr 3.0×ATR   1.0    6  0.00 | 34112818610208892.0 -158248062982850848.0   3803  66.1% 69.3%  5.4%    1/3    1/3   0.410 | 1/1 p=0.41
    80    atr 4.0×ATR   1.0    6  0.00 | 17376545100300670.0 -98119407972387968.0   2484  81.3% 74.4%  4.6%    3/3    2/3   0.285 | 3/2 p=0.28
    80    atr 5.0×ATR   1.0    6  0.00 | 2495258464896504.5    -87.2   1965  89.2% 77.9%  3.6%    2/3    3/3   0.085 | 2/3 p=0.09
    80    atr 2.0×ATR   1.0    6  0.15 | 2361480070959598080.0 -571250626837294848.0   5508  58.9% 60.1%  8.1%    1/3    2/3   0.240 | 1/2 p=0.24
    80    atr 3.0×ATR   1.0    6  0.15 | -139043142130390672.0 -298293265263641152.0   3571  76.0% 68.7%  5.8%    1/3    1/3   0.915 | 1/1 p=0.92
    80    atr 4.0×ATR   1.0    6  0.15 | 6954444636023953.0 477992975540.2   2547  85.7% 73.9%  4.7%    2/3    3/3   0.015 | 2/3 p=0.01
    80    atr 5.0×ATR   1.0    6  0.15 | 933364234007123.6 -3123788461778775.0   1845  91.0% 77.8%  3.8%    1/3    3/3   0.275 | 1/3 p=0.28
    80    atr 2.0×ATR   1.0    6  0.25 | 2476546865812234240.0 -405850642893059392.0   5264  69.4% 60.4%  8.0%    1/3    2/3   0.215 | 1/2 p=0.21
    80    atr 3.0×ATR   1.0    6  0.25 | -89265436928288096.0 -217407739834189696.0   3416  80.8% 68.6%  5.9%    3/3    1/3   0.845 | 3/1 p=0.84
    80    atr 4.0×ATR   1.0    6  0.25 | 8710853610132497.0 98893362.7   2510  87.9% 74.0%  4.3%    2/3    3/3   0.000 | 2/3 p=0.00
    80    atr 5.0×ATR   1.0    6  0.25 | 933364234008607.0 -3123788461777545.5   1731  92.4% 77.1%  4.2%    2/3    3/3   0.245 | 2/3 p=0.24
    80    atr 2.0×ATR   1.0    8  0.00 | 387057890795300160.0 -148438053181519936.0   5120  33.7% 55.1%  9.2%    1/3    2/3   0.185 | 1/2 p=0.18
    80    atr 3.0×ATR   1.0    8  0.00 | -25889780951455964.0 -143065791970544976.0   3105  63.6% 63.3%  6.4%    1/3    1/3   0.685 | 1/1 p=0.69
    80    atr 4.0×ATR   1.0    8  0.00 | -1105353642740652.1 -7536743433555878.0   2222  80.6% 69.1%  5.3%    3/3    2/3   0.530 | 3/2 p=0.53
    80    atr 5.0×ATR   1.0    8  0.00 | 293466197820356.4   -361.8   1533  88.7% 72.5%  4.8%    3/3    2/3   0.325 | 3/2 p=0.33
    80    atr 2.0×ATR   1.0    8  0.15 | 268941584268190112.0 -615457686117262336.0   4881  57.3% 55.2%  9.0%    1/3    2/3   0.380 | 1/2 p=0.38
    80    atr 3.0×ATR   1.0    8  0.15 | -86002621127020768.0 -207026577156932256.0   2886  74.6% 62.8%  6.4%    3/3    1/3   0.795 | 3/1 p=0.80
    80    atr 4.0×ATR   1.0    8  0.15 | -2879013358443786.5 -8744082880305298.0   2099  85.5% 68.7%  5.3%    2/3    2/3   0.550 | 2/2 p=0.55
    80    atr 5.0×ATR   1.0    8  0.15 | 1661947868576544.5 -2253553588279871.0   1486  90.8% 73.0%  4.7%    3/3    2/3   0.295 | 3/2 p=0.29
    80    atr 2.0×ATR   1.0    8  0.25 | 340928859260718912.0 -476300850658155200.0   4683  67.9% 55.1%  8.8%    1/3    2/3   0.250 | 1/2 p=0.25
    80    atr 3.0×ATR   1.0    8  0.25 | -81643406923924432.0 -223685329951116288.0   2823  79.7% 62.3%  7.0%    1/3    1/3   0.715 | 1/1 p=0.71
    80    atr 4.0×ATR   1.0    8  0.25 | -2777676146535215.0 -8797124914633795.0   2075  87.7% 68.7%  5.1%    2/3    2/3   0.535 | 2/2 p=0.54
    80    atr 5.0×ATR   1.0    8  0.25 | 2495258464896641.0    196.0   1455  92.1% 72.4%  5.0%    3/3    3/3   0.015 | 🟢 PASS
    80    atr 2.0×ATR   1.0   10  0.00 | -115307040359922896.0 -1098563883843407104.0   4699  34.0% 52.3% 10.2%    1/3    2/3   0.560 | 1/2 p=0.56
    80    atr 3.0×ATR   1.0   10  0.00 | -161577794616499808.0 -493445820279071552.0   2745  62.0% 60.4%  7.3%    1/3    2/3   0.545 | 1/2 p=0.55
    80    atr 4.0×ATR   1.0   10  0.00 | -18523069718033556.0 -51512639746069544.0   1965  80.0% 65.1%  6.7%    3/3    1/3   0.730 | 3/1 p=0.73
    80    atr 5.0×ATR   1.0   10  0.00 |    145.2   -358.2   1348  88.0% 71.1%  5.0%    3/3    2/3   0.280 | 3/2 p=0.28
    80    atr 2.0×ATR   1.0   10  0.15 | 252666508224075648.0 -663703310604972288.0   4494  56.4% 52.6%  9.5%    2/3    2/3   0.340 | 2/2 p=0.34
    80    atr 3.0×ATR   1.0   10  0.15 | -303081804785320704.0 -638978787713028480.0   2539  72.8% 59.5%  7.4%    1/3    1/3   0.730 | 1/1 p=0.73
    80    atr 4.0×ATR   1.0   10  0.15 | -22101201630765416.0 -53364219880972136.0   1819  84.1% 64.7%  6.0%    1/3    1/3   0.785 | 1/1 p=0.79
    80    atr 5.0×ATR   1.0   10  0.15 | 2495258464896331.5   -154.5   1278  90.1% 70.5%  4.9%    3/3    1/3   0.170 | 3/1 p=0.17
    80    atr 2.0×ATR   1.0   10  0.25 | 408714253780375808.0 -380905516236497344.0   4311  67.5% 52.4%  8.9%    1/3    2/3   0.210 | 1/2 p=0.21
    80    atr 3.0×ATR   1.0   10  0.25 | 4787876797835374.0 348596965345686.6   2480  78.1% 59.4%  7.6%    1/3    3/3   0.005 | 1/3 p=0.01
    80    atr 4.0×ATR   1.0   10  0.25 | -15477105188052792.0 -46741508769243112.0   1776  87.0% 65.4%  6.2%    1/3    2/3   0.545 | 1/2 p=0.55
    80    atr 5.0×ATR   1.0   10  0.25 | 2495258464896483.0     62.5   1264  91.5% 71.0%  4.7%    3/3    3/3   0.075 | 3/3 p=0.07

============================================================================
PAIR: EUR_JPY  OOS=410d
 reg_N   mode  ZW/atr tgt_f   ta  wick |      p/d       P5     nc  skip%   1L%   5+%   IS  OOS  perm_p | status
------------------------------------------------------------------------------------
    20  fixed   30.0p   0.5    6  0.00 | 3308332733735.8 620845317903.0   4618  94.1% 83.9%  1.5%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.5    6  0.00 |    404.8    177.8   1287  98.8% 89.4%  0.6%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.5    6  0.15 | 1355757890200.3 287318391482.9   3915  95.2% 83.2%  1.5%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.5    6  0.15 |    407.6    171.4   1037  99.0% 89.5%  0.7%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.5    6  0.25 | 1237560330288.0 168436617612.5   3408  96.0% 83.3%  1.7%    3/3    3/3   0.015 | 🟢 PASS
    20  fixed   50.0p   0.5    6  0.25 |    284.4     72.8    828  99.2% 89.0%  0.6%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.5    8  0.00 | 3468135900734.8 764627807498.2   3989  94.4% 79.3%  1.9%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.5    8  0.00 |    396.1    179.3   1154  98.9% 86.1%  0.7%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.5    8  0.15 | 1504257208823.0 409633303996.8   3440  95.5% 78.9%  1.9%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.5    8  0.15 |    403.8    172.0    948  99.1% 85.9%  0.7%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.5    8  0.25 | 1247636272428.7 182855700691.5   3045  96.2% 78.8%  2.0%    3/3    3/3   0.005 | 🟢 PASS
    20  fixed   50.0p   0.5    8  0.25 |    289.0     75.4    769  99.3% 85.6%  0.7%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.5   10  0.00 | 3520196900338.2 716520542686.6   3564  94.6% 75.3%  2.2%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.5   10  0.00 |   1555.8    227.5   1020  99.0% 81.9%  1.0%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.5   10  0.15 | 1536968213350.7 467251465598.7   3134  95.6% 74.8%  2.3%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.5   10  0.15 |    427.8    191.7    881  99.1% 82.6%  1.0%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.5   10  0.25 | 1328727453975.5 259302328425.9   2801  96.2% 74.8%  2.4%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.5   10  0.25 |    318.3    115.5    720  99.3% 82.1%  1.1%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7    6  0.00 |   7276.8   2082.5   3314  92.8% 83.1%  2.4%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.7    6  0.00 |    256.3    164.8   1164  98.9% 89.3%  1.8%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7    6  0.15 |   5019.6  -1654.0   2867  94.2% 82.5%  2.4%    3/3    3/3   0.125 | 3/3 p=0.12
    20  fixed   50.0p   0.7    6  0.15 |    217.8    129.9    967  99.1% 89.9%  1.6%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7    6  0.25 |   4385.3  -2625.8   2512  95.3% 82.3%  2.3%    3/3    3/3   0.250 | 3/3 p=0.25
    20  fixed   50.0p   0.7    6  0.25 |    185.4    111.1    793  99.3% 89.7%  1.6%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7    8  0.00 |   6864.0   1827.5   2850  93.2% 78.7%  2.7%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.7    8  0.00 |    281.0    183.8   1046  99.0% 86.2%  2.2%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7    8  0.15 |   5037.9  -1735.3   2495  94.5% 78.3%  2.9%    3/3    3/3   0.145 | 3/3 p=0.14
    20  fixed   50.0p   0.7    8  0.15 |    232.7    143.0    878  99.1% 86.1%  1.9%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7    8  0.25 |  47571.7  -2307.1   2236  95.4% 78.3%  2.9%    3/3    3/3   0.175 | 3/3 p=0.17
    20  fixed   50.0p   0.7    8  0.25 |    194.5    119.3    735  99.3% 86.0%  1.9%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7   10  0.00 |   8063.1   2507.6   2480  93.5% 74.3%  3.5%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   0.7   10  0.00 |    316.8    218.2    905  99.1% 82.2%  2.8%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7   10  0.15 |   4672.3  -1930.7   2257  94.6% 74.5%  3.5%    3/3    3/3   0.185 | 3/3 p=0.18
    20  fixed   50.0p   0.7   10  0.15 |    272.7    171.6    792  99.2% 82.6%  2.4%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   0.7   10  0.25 |  46785.2  -2535.9   2050  95.5% 74.7%  3.4%    3/3    3/3   0.235 | 3/3 p=0.23
    20  fixed   50.0p   0.7   10  0.25 |    244.0    150.2    669  99.3% 82.5%  2.7%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   1.0    6  0.00 |   3057.4   1253.8   3656  94.3% 83.9%  3.4%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   1.0    6  0.00 |   -196.9   -733.1   1032  98.9% 88.9%  3.1%    3/3    1/3   0.725 | 3/1 p=0.72
    20  fixed   30.0p   1.0    6  0.15 |   3908.9   1665.2   3147  95.4% 83.3%  3.8%    2/3    3/3   0.000 | 2/3 p=0.00
    20  fixed   50.0p   1.0    6  0.15 |    170.1     22.1    890  99.1% 89.6%  2.6%    3/3    3/3   0.015 | 🟢 PASS
    20  fixed   30.0p   1.0    6  0.25 |   3481.2   1870.7   2785  96.1% 83.2%  3.8%    2/3    3/3   0.000 | 2/3 p=0.00
    20  fixed   50.0p   1.0    6  0.25 |    150.4      7.5    747  99.3% 89.8%  2.8%    3/3    3/3   0.085 | 3/3 p=0.09
    20  fixed   30.0p   1.0    8  0.00 |   1653.1   -188.4   3079  94.7% 79.4%  4.2%    3/3    3/3   0.130 | 3/3 p=0.13
    20  fixed   50.0p   1.0    8  0.00 |   -135.6   -708.6    916  99.0% 85.8%  4.0%    3/3    1/3   0.645 | 3/1 p=0.65
    20  fixed   30.0p   1.0    8  0.15 |   5347.7   2376.9   2714  95.7% 78.9%  4.5%    2/3    3/3   0.000 | 2/3 p=0.00
    20  fixed   50.0p   1.0    8  0.15 |    231.5     37.0    801  99.2% 85.9%  3.6%    3/3    3/3   0.005 | 🟢 PASS
    20  fixed   30.0p   1.0    8  0.25 |   4065.7   2375.3   2410  96.4% 78.3%  4.5%    2/3    3/3   0.000 | 2/3 p=0.00
    20  fixed   50.0p   1.0    8  0.25 |    162.4      9.9    685  99.3% 86.0%  3.8%    3/3    3/3   0.035 | 🟢 PASS
    20  fixed   30.0p   1.0   10  0.00 |   1932.4   -100.6   2695  95.0% 75.7%  4.9%    3/3    3/3   0.055 | 3/3 p=0.06
    20  fixed   50.0p   1.0   10  0.00 |   -168.3   -726.9    784  99.1% 81.4%  4.8%    3/3    1/3   0.695 | 3/1 p=0.69
    20  fixed   30.0p   1.0   10  0.15 |   5588.6   2572.2   2402  95.9% 74.7%  5.4%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   50.0p   1.0   10  0.15 |    319.6    106.0    713  99.2% 82.2%  4.1%    3/3    3/3   0.000 | 🟢 PASS
    20  fixed   30.0p   1.0   10  0.25 |   4449.5   2159.2   2213  96.4% 74.8%  5.3%    2/3    3/3   0.000 | 2/3 p=0.00
    20  fixed   50.0p   1.0   10  0.25 |    176.1     23.4    624  99.3% 82.4%  4.5%    3/3    3/3   0.010 | 🟢 PASS
    20    atr 2.0×ATR   0.5    6  0.00 | -4412387670821266944.0 -7799430833699043328.0  13780  55.2% 69.2%  4.9%    0/3    0/3   0.990 | 0/0 p=0.99
    20    atr 3.0×ATR   0.5    6  0.00 | -3899539121135771136.0 -6932622097070261248.0   7136  84.8% 75.3%  4.2%    2/3    1/3   0.990 | 2/1 p=0.99
    20    atr 4.0×ATR   0.5    6  0.00 | -965055870621500032.0 -2615971876873576448.0   3671  94.8% 77.7%  4.5%    3/3    1/3   0.840 | 3/1 p=0.84
    20    atr 5.0×ATR   0.5    6  0.00 | 34105709355943292.0 -889839283477485952.0   1784  98.1% 80.5%  5.0%    2/3    1/3   0.485 | 2/1 p=0.48
    20    atr 2.0×ATR   0.5    6  0.15 | -6632429361786292224.0 -9593969002023923712.0  12092  69.0% 68.7%  5.0%    0/3    0/3   1.000 | 0/0 p=1.00
    20    atr 3.0×ATR   0.5    6  0.15 | -2552351250815035392.0 -4632088917461914624.0   6348  88.3% 75.1%  4.0%    0/3    1/3   0.970 | 0/1 p=0.97
    20    atr 4.0×ATR   0.5    6  0.15 | -1180261235834566912.0 -2721730249854674944.0   3196  95.8% 78.3%  4.6%    3/3    1/3   0.890 | 3/1 p=0.89
    20    atr 5.0×ATR   0.5    6  0.15 | 7588239758580446.0 -500420945751040512.0   1467  98.5% 79.8%  5.0%    3/3    1/3   0.530 | 3/1 p=0.53
    20    atr 2.0×ATR   0.5    6  0.25 | -6981480398108643328.0 -10021864459394123776.0  10828  75.9% 68.3%  5.3%    0/3    0/3   1.000 | 0/0 p=1.00
    20    atr 3.0×ATR   0.5    6  0.25 | -1569216564278195456.0 -3516484277818747904.0   5657  90.5% 74.8%  4.2%    1/3    1/3   0.920 | 1/1 p=0.92
    20    atr 4.0×ATR   0.5    6  0.25 | -1803179336314963712.0 -3610315049669661696.0   2782  96.5% 77.1%  4.9%    3/3    0/3   0.955 | 3/0 p=0.95
    20    atr 5.0×ATR   0.5    6  0.25 | -335767957384212032.0 -1035556444617504768.0   1229  98.7% 79.1%  5.7%    3/3    0/3   0.780 | 3/0 p=0.78
    20    atr 2.0×ATR   0.5    8  0.00 | -5269896672341336064.0 -8656836593830210560.0  12185  55.0% 65.4%  5.5%    0/3    0/3   1.000 | 0/0 p=1.00
    20    atr 3.0×ATR   0.5    8  0.00 | -5127994095125190656.0 -8671271367083189248.0   6249  84.8% 71.0%  4.7%    2/3    0/3   1.000 | 2/0 p=1.00
    20    atr 4.0×ATR   0.5    8  0.00 | -982204381406969984.0 -2605240214284237824.0   3295  94.9% 72.7%  5.0%    3/3    1/3   0.845 | 3/1 p=0.84
    20    atr 5.0×ATR   0.5    8  0.00 | -246686560918148736.0 -1415794512339214336.0   1653  98.2% 76.0%  5.7%    1/3    1/3   0.670 | 1/1 p=0.67
    20    atr 2.0×ATR   0.5    8  0.15 | -7661764398224118784.0 -10895627469153533952.0  10878  68.3% 65.4%  5.5%    0/3    0/3   1.000 | 0/0 p=1.00
    20    atr 3.0×ATR   0.5    8  0.15 | -3568846160661767168.0 -5758041019821840384.0   5623  88.1% 71.2%  4.5%    0/3    1/3   0.990 | 0/1 p=0.99
    20    atr 4.0×ATR   0.5    8  0.15 | -1176046372587629824.0 -2868119985716149760.0   2909  95.9% 73.3%  5.2%    3/3    1/3   0.850 | 3/1 p=0.85
    20    atr 5.0×ATR   0.5    8  0.15 | -277654083108835648.0 -893828047896165248.0   1377  98.5% 75.2%  5.6%    2/3    2/3   0.745 | 2/2 p=0.74
    20    atr 2.0×ATR   0.5    8  0.25 | -7687638466009785344.0 -10391883408961206272.0   9904  75.3% 65.1%  5.7%    0/3    0/3   1.000 | 0/0 p=1.00
    20    atr 3.0×ATR   0.5    8  0.25 | -2407979368424114176.0 -4396426948419318272.0   5096  90.3% 70.8%  4.7%    1/3    0/3   0.975 | 1/0 p=0.97
    20    atr 4.0×ATR   0.5    8  0.25 | -1979890332515886080.0 -3852469509871195136.0   2609  96.5% 72.8%  5.5%    3/3    0/3   0.975 | 3/0 p=0.97
    20    atr 5.0×ATR   0.5    8  0.25 | -587754240281045632.0 -1393404902154644480.0   1171  98.8% 74.8%  6.1%    2/3    1/3   0.875 | 2/1 p=0.88
    20    atr 2.0×ATR   0.5   10  0.00 | -4593511569525712896.0 -8115584469399049216.0  11431  55.5% 63.9%  5.7%    0/3    0/3   0.980 | 0/0 p=0.98
    20    atr 3.0×ATR   0.5   10  0.00 | -3052475721470394368.0 -6506997460186864640.0   5497  84.3% 67.1%  5.1%    1/3    1/3   0.905 | 1/1 p=0.91
    20    atr 4.0×ATR   0.5   10  0.00 | -1436446885553303552.0 -3328357304480394240.0   3028  94.9% 69.1%  5.7%    3/3    1/3   0.905 | 3/1 p=0.91
    20    atr 5.0×ATR   0.5   10  0.00 | -126591247512667376.0 -1188208001466259200.0   1555  98.2% 72.9%  6.4%    2/3    2/3   0.580 | 2/2 p=0.58
    20    atr 2.0×ATR   0.5   10  0.15 | -7538045253788052480.0 -10368629597240051712.0  10299  68.1% 63.8%  5.8%    0/3    0/3   1.000 | 0/0 p=1.00
    20    atr 3.0×ATR   0.5   10  0.15 | -2562741986837908480.0 -4853656530485069824.0   5001  87.9% 67.3%  4.9%    0/3    1/3   0.985 | 0/1 p=0.98
    20    atr 4.0×ATR   0.5   10  0.15 | -1270356887115747584.0 -2985499724507112448.0   2701  95.8% 69.5%  5.6%    3/3    1/3   0.885 | 3/1 p=0.89
    20    atr 5.0×ATR   0.5   10  0.15 | -193539004772257152.0 -898311966437606272.0   1315  98.5% 72.4%  6.2%    2/3    2/3   0.660 | 2/2 p=0.66
